Index,AccessCardNo,Date,Address,Access,Describe
1331468,19755786,2019/4/1 7:36,飞凤轩[出门],1,允许通过
1331469,633062,2019/4/1 7:37,飞凤轩[出门],1,允许通过
1331470,19442010,2019/4/1 7:38,飞凤轩[出门],1,允许通过
1330940,21524810,2019/4/1 7:38,第六教学楼[出门],1,允许通过
1331770,22218247,2019/4/1 7:39,青鸾苑[出门],1,允许通过
1331771,3108871,2019/4/1 7:42,青鸾苑[出门],1,允许通过
1331772,16645200,2019/4/1 7:44,青鸾苑[出门],1,允许通过
1331773,13749824,2019/4/1 7:45,青鸾苑[出门],1,允许通过
1331774,1746955,2019/4/1 7:46,青鸾苑[出门],1,允许通过
1331775,307878,2019/4/1 7:47,青鸾苑[出门],1,允许通过
1331776,9210324,2019/4/1 7:49,青鸾苑[出门],1,允许通过
1331875,18553194,2019/4/1 7:49,第七教学楼[进门],1,允许通过
1331777,15419940,2019/4/1 7:49,青鸾苑[出门],1,允许通过
1331778,24004775,2019/4/1 7:51,青鸾苑[出门],1,允许通过
1331876,13064327,2019/4/1 7:51,第七教学楼[进门],1,允许通过
1331779,6163748,2019/4/1 7:51,青鸾苑[出门],1,允许通过
1331877,1922466,2019/4/1 7:52,第七教学楼[进门],1,允许通过
1331780,12861007,2019/4/1 7:53,青鸾苑[出门],0,禁止通过-没有权限
1331781,23965239,2019/4/1 7:53,青鸾苑[出门],1,允许通过
1331782,505254,2019/4/1 7:54,青鸾苑[出门],1,允许通过
1331784,15656469,2019/4/1 7:54,青鸾苑[出门],0,禁止通过-没有权限
1331783,15656469,2019/4/1 7:54,青鸾苑[出门],0,禁止通过-没有权限
1331785,11939106,2019/4/1 7:54,青鸾苑[出门],1,允许通过
1331786,18400452,2019/4/1 7:55,青鸾苑[出门],1,允许通过
1331787,22504631,2019/4/1 7:56,青鸾苑[出门],1,允许通过
1331878,3025104,2019/4/1 7:56,第七教学楼[进门],1,允许通过
1331879,21449898,2019/4/1 7:58,第七教学楼[进门],1,允许通过
1331788,18421348,2019/4/1 7:58,青鸾苑[出门],1,允许通过
1331789,4905008,2019/4/1 7:58,青鸾苑[出门],1,允许通过
1331790,12960443,2019/4/1 7:59,青鸾苑[出门],1,允许通过
1331791,20730071,2019/4/1 8:00,青鸾苑[出门],1,允许通过
1331792,4123428,2019/4/1 8:00,青鸾苑[出门],1,允许通过
1331793,5358372,2019/4/1 8:01,青鸾苑[出门],1,允许通过
1331880,7627392,2019/4/1 0:00,第七教学楼[进门],1,允许通过
1331794,4262452,2019/4/1 0:00,青鸾苑[出门],1,允许通过
1330941,18934071,2019/4/1 8:01,第六教学楼[出门],1,允许通过
1331795,9951668,2019/4/1 0:00,青鸾苑[出门],1,允许通过
1331796,17622087,2019/4/1 8:02,青鸾苑[出门],1,允许通过
1330942,17761399,2019/4/1 8:03,第六教学楼[出门],1,允许通过
1331797,21715812,2019/4/1 0:00,青鸾苑[出门],1,允许通过
1331881,19001690,2019/4/1 0:00,第七教学楼[进门],1,允许通过
1331798,408023,2019/4/1 8:03,青鸾苑[出门],1,允许通过
1330943,7110939,2019/4/1 8:03,第六教学楼[出门],1,允许通过
1331799,20952327,2019/4/1 8:04,青鸾苑[出门],1,允许通过
1331800,19739959,2019/4/1 0:00,青鸾苑[出门],1,允许通过
1331801,19347044,2019/4/1 8:05,青鸾苑[出门],1,允许通过
1331802,24345575,2019/4/1 8:05,青鸾苑[出门],1,允许通过
1331803,18262967,2019/4/1 0:00,青鸾苑[进门],1,允许通过
1331804,20822679,2019/4/1 0:00,青鸾苑[出门],1,允许通过
1331805,20527140,2019/4/1 0:00,青鸾苑[出门],1,允许通过
1331806,17661335,2019/4/1 8:06,青鸾苑[出门],1,允许通过
1331807,25326859,2019/4/1 0:00,青鸾苑[出门],1,允许通过
1331808,24222587,2019/4/1 8:08,青鸾苑[出门],1,允许通过
1331809,10003492,2019/4/1 0:00,青鸾苑[出门],1,允许通过
1330866,6936555,2019/4/1 0:00,第五教学楼[进门],1,允许通过
1330867,9644192,2019/4/1 8:17,第五教学楼[出门],1,允许通过
1331471,6936474,2019/4/1 8:18,飞凤轩[出门],1,允许通过
1331472,21838010,2019/4/1 8:19,飞凤轩[出门],1,允许通过
1331473,6936474,2019/4/1 8:21,飞凤轩[进门],1,允许通过
1331474,21756842,2019/4/1 8:23,飞凤轩[进门],1,允许通过
1331475,1310144,2019/4/1 8:25,飞凤轩[出门],1,允许通过
1331476,23959136,2019/4/1 8:27,飞凤轩[出门],1,允许通过
1331477,20348506,2019/4/1 8:30,飞凤轩[出门],1,允许通过
1331882,15812977,2019/4/1 8:33,第七教学楼[进门],0,禁止通过-没有权限
1331883,16059554,2019/4/1 8:33,第七教学楼[进门],1,允许通过
1331478,18432026,2019/4/1 8:34,飞凤轩[出门],1,允许通过
1331480,20717962,2019/4/1 8:36,飞凤轩[进门],1,允许通过
1331479,20717962,2019/4/1 8:36,飞凤轩[进门],1,允许通过
1330945,11759250,2019/4/1 8:36,第六教学楼[进门],1,允许通过
1330944,11759250,2019/4/1 8:36,第六教学楼[进门],1,允许通过
1331481,18432026,2019/4/1 8:39,飞凤轩[进门],1,允许通过
1331482,22058741,2019/4/1 8:39,飞凤轩[进门],1,允许通过
1331885,7307568,2019/4/1 8:42,第七教学楼[进门],0,禁止通过-没有权限
1331884,7307568,2019/4/1 8:42,第七教学楼[进门],0,禁止通过-没有权限
1331483,15852368,2019/4/1 8:42,飞凤轩[出门],1,允许通过
1331886,7307568,2019/4/1 8:43,第七教学楼[进门],0,禁止通过-没有权限
1331888,7307568,2019/4/1 8:43,第七教学楼[进门],0,禁止通过-没有权限
1331887,7307568,2019/4/1 8:43,第七教学楼[进门],0,禁止通过-没有权限
1331889,18149415,2019/4/1 8:44,第七教学楼[进门],1,允许通过
1330946,19741831,2019/4/1 8:44,第六教学楼[出门],0,禁止通过-没有权限
1330947,19741831,2019/4/1 8:45,第六教学楼[出门],0,禁止通过-没有权限
1330948,21451114,2019/4/1 8:45,第六教学楼[进门],1,允许通过
1330949,11759250,2019/4/1 8:45,第六教学楼[出门],1,允许通过
1330950,24109195,2019/4/1 8:46,第六教学楼[出门],1,允许通过
1331484,5617812,2019/4/1 8:48,飞凤轩[出门],1,允许通过
1331485,738235,2019/4/1 8:49,飞凤轩[出门],1,允许通过
1330951,18463415,2019/4/1 8:50,第六教学楼[进门],1,允许通过
1331890,16649895,2019/4/1 8:50,第七教学楼[进门],1,允许通过
1331486,20627794,2019/4/1 8:51,飞凤轩[进门],1,允许通过
1330952,24109195,2019/4/1 8:51,第六教学楼[进门],1,允许通过
1330953,23216400,2019/4/1 8:52,第六教学楼[进门],1,允许通过
1331487,8011572,2019/4/1 8:55,飞凤轩[进门],1,允许通过
1331891,23961543,2019/4/1 8:55,第七教学楼[进门],1,允许通过
1330954,18463415,2019/4/1 8:55,第六教学楼[出门],1,允许通过
1330955,11909419,2019/4/1 8:56,第六教学楼[出门],1,允许通过
1331488,11425344,2019/4/1 8:57,飞凤轩[出门],1,允许通过
1331489,15726587,2019/4/1 8:58,飞凤轩[出门],1,允许通过
1330957,18463415,2019/4/1 8:59,第六教学楼[进门],1,允许通过
1330956,18463415,2019/4/1 8:59,第六教学楼[进门],1,允许通过
1330958,19463495,2019/4/1 0:00,第六教学楼[出门],1,允许通过
1330959,19705610,2019/4/1 0:00,第六教学楼[出门],1,允许通过
1331490,11425344,2019/4/1 0:00,飞凤轩[进门],1,允许通过
1330960,17761399,2019/4/1 9:01,第六教学楼[出门],1,允许通过
1330961,17761399,2019/4/1 0:00,第六教学楼[进门],1,允许通过
1331491,3138436,2019/4/1 9:02,飞凤轩[出门],1,允许通过
1330962,17761399,2019/4/1 0:00,第六教学楼[出门],1,允许通过
1331492,15564475,2019/4/1 0:00,飞凤轩[出门],1,允许通过
1330963,17761399,2019/4/1 9:03,第六教学楼[进门],1,允许通过
1331493,14339044,2019/4/1 0:00,飞凤轩[出门],1,允许通过
1331892,14149056,2019/4/1 9:04,第七教学楼[进门],1,允许通过
1330964,20440592,2019/4/1 9:04,第六教学楼[出门],1,允许通过
1330965,21031498,2019/4/1 0:00,第六教学楼[出门],1,允许通过
1330966,24126591,2019/4/1 0:00,第六教学楼[出门],1,允许通过
1330967,19654586,2019/4/1 0:00,第六教学楼[出门],1,允许通过
1330968,17761399,2019/4/1 0:00,第六教学楼[进门],1,允许通过
1331494,8034976,2019/4/1 0:00,飞凤轩[出门],1,允许通过
1330969,24735584,2019/4/1 0:00,第六教学楼[进门],1,允许通过
1330970,21031498,2019/4/1 9:08,第六教学楼[进门],1,允许通过
1331495,21607994,2019/4/1 9:09,飞凤轩[出门],1,允许通过
1330971,21226794,2019/4/1 0:00,第六教学楼[进门],1,允许通过
1330972,18463415,2019/4/1 0:00,第六教学楼[出门],1,允许通过
1331496,21607994,2019/4/1 9:12,飞凤轩[进门],1,允许通过
1330973,17761399,2019/4/1 9:12,第六教学楼[出门],1,允许通过
1330974,17761399,2019/4/1 9:13,第六教学楼[进门],1,允许通过
1330975,21230346,2019/4/1 9:13,第六教学楼[出门],1,允许通过
1331497,19939130,2019/4/1 9:13,飞凤轩[出门],1,允许通过
1330976,21027066,2019/4/1 9:14,第六教学楼[出门],1,允许通过
1331498,17260261,2019/4/1 9:14,飞凤轩[出门],1,允许通过
1331499,19229066,2019/4/1 9:16,飞凤轩[出门],1,允许通过
1331500,19939130,2019/4/1 9:17,飞凤轩[进门],1,允许通过
1330977,21230346,2019/4/1 9:17,第六教学楼[进门],1,允许通过
1331893,2225794,2019/4/1 9:17,第七教学楼[进门],1,允许通过
1331501,206290,2019/4/1 9:18,飞凤轩[出门],1,允许通过
1330978,17263925,2019/4/1 9:18,第六教学楼[进门],1,允许通过
1330868,10152386,2019/4/1 9:20,第五教学楼[进门],1,允许通过
1330979,19036071,2019/4/1 9:20,第六教学楼[出门],1,允许通过
1330980,14728416,2019/4/1 9:21,第六教学楼[进门],1,允许通过
1331502,21452138,2019/4/1 9:21,飞凤轩[进门],1,允许通过
1330981,18762746,2019/4/1 9:21,第六教学楼[出门],1,允许通过
1330982,5310804,2019/4/1 9:22,第六教学楼[出门],1,允许通过
1331503,20608442,2019/4/1 9:23,飞凤轩[出门],1,允许通过
1330983,19050980,2019/4/1 9:24,第六教学楼[出门],1,允许通过
1331504,21844442,2019/4/1 9:24,飞凤轩[出门],1,允许通过
1331894,17004341,2019/4/1 9:24,第七教学楼[进门],1,允许通过
1331505,1050331,2019/4/1 9:25,飞凤轩[出门],1,允许通过
1330984,20513226,2019/4/1 9:26,第六教学楼[出门],1,允许通过
1331506,1123222,2019/4/1 9:26,飞凤轩[出门],1,允许通过
1330985,19050980,2019/4/1 9:27,第六教学楼[进门],1,允许通过
1331507,20527930,2019/4/1 9:27,飞凤轩[进门],1,允许通过
1331508,1338555,2019/4/1 9:28,飞凤轩[出门],1,允许通过
1330986,21561290,2019/4/1 9:29,第六教学楼[出门],1,允许通过
1331509,21229194,2019/4/1 9:29,飞凤轩[出门],1,允许通过
1330987,5310804,2019/4/1 9:29,第六教学楼[进门],1,允许通过
1331510,13353931,2019/4/1 9:29,飞凤轩[进门],1,允许通过
1330988,20513226,2019/4/1 9:30,第六教学楼[进门],1,允许通过
1330990,24415563,2019/4/1 9:31,第六教学楼[出门],1,允许通过
1330989,16306735,2019/4/1 9:31,第六教学楼[出门],0,禁止通过-没有权限
1330991,21926618,2019/4/1 9:31,第六教学楼[出门],1,允许通过
1331511,7849152,2019/4/1 9:31,飞凤轩[出门],1,允许通过
1330992,20037914,2019/4/1 9:31,第六教学楼[出门],1,允许通过
1331513,13741120,2019/4/1 9:32,飞凤轩[出门],1,允许通过
1331512,11427214,2019/4/1 9:32,飞凤轩[出门],0,禁止通过-没有权限
1331514,23961930,2019/4/1 9:32,飞凤轩[出门],1,允许通过
1330993,21648378,2019/4/1 9:33,第六教学楼[出门],1,允许通过
1331515,21911002,2019/4/1 9:33,飞凤轩[进门],1,允许通过
1331516,15726587,2019/4/1 9:34,飞凤轩[出门],1,允许通过
1331517,321915,2019/4/1 9:34,飞凤轩[出门],1,允许通过
1330994,7928314,2019/4/1 9:34,第六教学楼[出门],1,允许通过
1331518,20627946,2019/4/1 9:34,飞凤轩[出门],1,允许通过
1330995,19536490,2019/4/1 9:34,第六教学楼[进门],1,允许通过
1331519,12710194,2019/4/1 9:35,飞凤轩[进门],1,允许通过
1331520,934134,2019/4/1 9:35,飞凤轩[出门],1,允许通过
1330996,21810250,2019/4/1 9:36,第六教学楼[出门],1,允许通过
1331521,19930282,2019/4/1 9:36,飞凤轩[出门],1,允许通过
1330997,7110939,2019/4/1 9:36,第六教学楼[出门],1,允许通过
1330998,864299,2019/4/1 9:37,第六教学楼[出门],1,允许通过
1330999,4400443,2019/4/1 9:37,第六教学楼[进门],1,允许通过
1331522,39330,2019/4/1 9:37,飞凤轩[进门],1,允许通过
1331523,18421050,2019/4/1 9:38,飞凤轩[出门],1,允许通过
1331524,17931525,2019/4/1 9:38,飞凤轩[出门],1,允许通过
1331000,12363575,2019/4/1 9:38,第六教学楼[出门],1,允许通过
1331525,14746267,2019/4/1 9:39,飞凤轩[进门],1,允许通过
1331526,18535495,2019/4/1 9:39,飞凤轩[进门],1,允许通过
1331001,23263946,2019/4/1 9:40,第六教学楼[出门],1,允许通过
1331527,21727786,2019/4/1 9:40,飞凤轩[出门],1,允许通过
1331002,20440592,2019/4/1 9:40,第六教学楼[进门],1,允许通过
1331003,22128116,2019/4/1 9:40,第六教学楼[出门],1,允许通过
1331528,21655658,2019/4/1 9:40,飞凤轩[出门],1,允许通过
1331004,19934242,2019/4/1 9:41,第六教学楼[出门],1,允许通过
1331529,19756586,2019/4/1 9:41,飞凤轩[出门],1,允许通过
1331810,11914997,2019/4/1 9:41,青鸾苑[出门],0,禁止通过-没有权限
1331811,15939040,2019/4/1 9:41,青鸾苑[出门],1,允许通过
1331005,22128116,2019/4/1 9:42,第六教学楼[进门],1,允许通过
1331006,1913899,2019/4/1 9:43,第六教学楼[出门],1,允许通过
1331530,21947482,2019/4/1 9:43,飞凤轩[出门],1,允许通过
1331813,3724791,2019/4/1 9:43,青鸾苑[出门],1,允许通过
1331812,3724791,2019/4/1 9:43,青鸾苑[出门],1,允许通过
1331814,3724791,2019/4/1 9:43,青鸾苑[出门],1,允许通过
1331007,24155531,2019/4/1 9:43,第六教学楼[出门],1,允许通过
1331531,19213370,2019/4/1 9:44,飞凤轩[出门],1,允许通过
1331008,20711738,2019/4/1 9:44,第六教学楼[出门],1,允许通过
1331532,600342,2019/4/1 9:44,飞凤轩[出门],1,允许通过
1331009,20442666,2019/4/1 9:44,第六教学楼[进门],1,允许通过
1331533,8752162,2019/4/1 9:44,飞凤轩[进门],1,允许通过
1331534,21911002,2019/4/1 9:45,飞凤轩[出门],1,允许通过
1331535,6249920,2019/4/1 9:45,飞凤轩[进门],1,允许通过
1331010,9128416,2019/4/1 9:45,第六教学楼[出门],1,允许通过
1331536,20527930,2019/4/1 9:46,飞凤轩[出门],1,允许通过
1331011,21403626,2019/4/1 9:46,第六教学楼[出门],1,允许通过
1331537,21607994,2019/4/1 9:46,飞凤轩[出门],1,允许通过
1331012,1928603,2019/4/1 9:47,第六教学楼[进门],1,允许通过
1331538,8551712,2019/4/1 9:47,飞凤轩[出门],1,允许通过
1331895,16622005,2019/4/1 9:47,第七教学楼[进门],1,允许通过
1331013,20711738,2019/4/1 9:48,第六教学楼[进门],1,允许通过
1331539,17926549,2019/4/1 9:48,飞凤轩[进门],1,允许通过
1331896,12314053,2019/4/1 9:49,第七教学楼[进门],0,禁止通过-没有权限
1331540,20523738,2019/4/1 9:49,飞凤轩[进门],1,允许通过
1331815,17557895,2019/4/1 9:49,青鸾苑[出门],1,允许通过
1331014,22828722,2019/4/1 9:49,第六教学楼[进门],1,允许通过
1331541,8510898,2019/4/1 9:49,飞凤轩[出门],1,允许通过
1331542,17608565,2019/4/1 9:50,飞凤轩[出门],1,允许通过
1331015,21609674,2019/4/1 9:50,第六教学楼[进门],1,允许通过
1331543,19755962,2019/4/1 9:50,飞凤轩[进门],1,允许通过
1331544,5363367,2019/4/1 9:51,飞凤轩[出门],1,允许通过
1331016,15950336,2019/4/1 9:51,第六教学楼[出门],1,允许通过
1331545,19046138,2019/4/1 9:51,飞凤轩[出门],1,允许通过
1331546,20107578,2019/4/1 9:51,飞凤轩[进门],1,允许通过
1331017,1020390,2019/4/1 9:51,第六教学楼[出门],1,允许通过
1331897,21744650,2019/4/1 9:53,第七教学楼[进门],1,允许通过
1331018,1363371,2019/4/1 9:53,第六教学楼[出门],1,允许通过
1331547,8752162,2019/4/1 9:53,飞凤轩[出门],1,允许通过
1331019,20442666,2019/4/1 9:53,第六教学楼[出门],1,允许通过
1331548,21756842,2019/4/1 9:54,飞凤轩[出门],1,允许通过
1331549,16137467,2019/4/1 9:54,飞凤轩[进门],1,允许通过
1331550,1046214,2019/4/1 9:55,飞凤轩[进门],1,允许通过
1331020,19352298,2019/4/1 9:55,第六教学楼[进门],1,允许通过
1331551,17327637,2019/4/1 9:56,飞凤轩[出门],1,允许通过
1331552,13929133,2019/4/1 9:56,飞凤轩[进门],1,允许通过
1331021,24961634,2019/4/1 9:56,第六教学楼[出门],1,允许通过
1331022,11819104,2019/4/1 9:57,第六教学楼[进门],1,允许通过
1331023,11819104,2019/4/1 9:57,第六教学楼[进门],1,允许通过
1331553,23020896,2019/4/1 9:57,飞凤轩[进门],1,允许通过
1331024,4400443,2019/4/1 9:57,第六教学楼[出门],1,允许通过
