CardNo,Money,CardCount,Surplus,type
180368,42,441,43.23095238095238,1
180369,54,583,142.67777777777778,2
180370,27,130,193.85925925925926,2
180371,116,852,54.20775862068966,3
180373,110,848,212.57545454545442,2
180375,72,542,238.46249999999995,2
180377,90,749,58.784444444444375,0
180378,35,461,43.63999999999999,1
180381,99,715,67.74242424242425,0
180382,109,653,75.13706422018356,0
180383,93,680,60.223655913978455,0
180384,108,891,114.26018518518515,3
180385,89,720,152.49887640449438,2
180386,46,687,59.33695652173917,0
180387,93,602,129.4559139784947,2
180389,62,570,83.66129032258065,0
180390,50,571,48.099999999999966,0
180391,50,676,51.318000000000026,0
180392,101,876,81.03366336633657,3
180393,83,764,120.75060240963855,2
180394,158,1061,68.32594936708863,3
180395,98,620,72.89999999999999,0
180396,72,716,60.63472222222223,0
180397,123,819,65.10731707317075,3
180398,79,729,64.11392405063293,0
180399,110,770,98.11272727272726,3
180400,47,487,101.9765957446809,2
180401,75,767,168.42933333333343,2
180402,70,618,61.267142857142865,0
180403,68,580,44.920588235294126,0
180405,77,632,182.18051948051942,2
180406,156,1133,57.79551282051283,3
180407,74,660,68.74054054054047,0
180408,93,854,101.38494623655913,3
180409,114,877,108.35333333333345,3
180410,57,707,42.89298245614034,0
180411,115,884,51.263913043478304,3
180412,122,875,69.42213114754092,3
180414,108,787,49.590740740740735,3
180415,96,775,54.75312500000004,0
180416,82,595,127.18658536585367,2
180417,79,587,346.80936708860736,2
180420,80,707,57.53375,0
180422,40,455,58.31750000000001,1
180423,134,1062,59.86492537313431,3
180424,17,305,33.86470588235294,1
180425,67,638,43.81940298507461,0
180428,57,511,185.1491228070175,2
180430,21,155,34.433333333333316,1
180431,26,357,53.96538461538459,1
180432,75,465,58.282666666666664,0
180433,112,875,57.331249999999955,3
180435,106,478,84.55660377358488,0
180439,97,728,49.963917525773205,0
180440,53,725,69.63207547169814,0
180442,14,661,20.178571428571427,1
180443,74,596,77.95945945945942,0
180444,84,741,63.05476190476191,0
180445,101,760,62.024752475247496,0
180446,61,628,48.9409836065574,0
180448,81,532,74.38641975308636,0
180449,67,660,96.29373134328368,0
180450,84,780,61.39880952380949,0
180451,130,522,60.77615384615388,0
180452,39,484,25.812564102564103,1
180453,50,581,46.187999999999995,0
180454,101,742,176.25148514851475,2
180455,74,708,246.054054054054,2
180456,78,738,166.83076923076936,2
180457,121,946,92.65917355371897,3
180459,148,896,89.29864864864862,3
180460,121,865,105.08322314049587,3
180461,27,279,61.018518518518505,1
180462,97,735,43.38453608247424,0
180464,91,747,47.884615384615365,0
180465,67,645,42.507462686567216,0
180466,123,830,47.26585365853659,3
180467,65,592,74.13692307692307,0
180468,154,994,109.31558441558445,3
180470,71,568,40.28591549295775,0
180471,49,397,51.769387755102066,1
180472,63,597,58.36349206349205,0
180473,77,850,58.33116883116887,0
180474,79,828,41.88607594936706,0
180476,58,653,73.13620689655176,0
180477,125,853,71.33199999999994,3
180478,70,621,107.93857142857144,2
180480,94,437,65.97021276595743,0
180482,69,505,28.731884057971023,0
180483,26,845,57.4115384615385,0
180484,73,675,64.33972602739722,0
180485,40,557,64.73999999999998,1
180486,91,786,70.23626373626375,0
180488,55,603,61.687272727272756,0
180489,63,575,89.23333333333333,0
180490,58,419,173.51896551724133,2
180491,67,519,96.14328358208958,0
180492,62,577,59.503225806451596,0
180493,144,935,135.66736111111118,3
180494,101,865,63.58415841584153,3
180495,85,740,149.31882352941162,2
180496,68,516,62.30588235294123,0
180497,105,716,60.42952380952381,0
180499,138,793,57.66014492753627,3
180500,129,973,55.062015503876,3
180501,59,637,57.879661016949136,0
180502,96,733,54.6104166666667,0
180504,79,593,61.346835443037946,0
180505,128,826,164.24453125000002,2
180506,92,642,48.00869565217393,0
180507,23,415,59.28260869565217,1
180509,3,211,21.766666666666666,1
180510,70,424,69.8485714285714,0
180511,116,732,98.79396551724136,3
180512,45,489,60.29111111111112,1
180513,37,813,41.451351351351356,0
180514,107,1070,53.78485981308404,3
180515,61,636,38.5114754098361,0
180518,142,697,57.29718309859151,3
180521,122,769,55.522131147540975,3
180522,77,1051,53.36233766233761,3
180523,129,1048,50.590697674418635,3
180524,117,945,60.507692307692295,3
180526,142,1186,63.57042253521128,3
180527,124,847,80.39064516129031,3
180528,147,1001,121.42517006802711,3
180531,97,880,54.80206185567003,3
180533,64,432,51.26875000000001,1
180536,70,661,52.29428571428572,0
180537,93,713,53.650537634408614,0
180538,41,503,45.390243902439025,1
180540,108,900,66.13425925925924,3
180541,5,540,37.5,1
180544,72,670,86.56805555555555,0
180545,111,818,101.33513513513519,3
180546,77,718,181.86064935064923,2
180547,76,578,82.24078947368427,0
180548,88,819,60.98068181818189,0
180549,60,560,54.216666666666654,0
180551,132,982,77.87272727272723,3
180552,56,519,45.19464285714285,0
180553,28,300,19.735714285714284,1
180554,83,800,76.39240963855421,0
180555,83,908,177.19337349397597,2
180556,57,665,47.828070175438604,0
180557,73,739,47.530821917808225,0
180558,80,993,71.15625000000003,3
180559,36,370,84.95833333333334,1
180560,104,682,97.06730769230771,0
180561,87,779,128.58390804597704,2
180562,24,332,38.08333333333335,1
180563,86,744,106.46860465116278,2
180564,41,594,136.16097560975606,2
180566,46,515,81.19130434782609,0
180567,75,437,48.39599999999997,0
180569,71,627,100.48169014084503,0
180570,3,606,5.733333333333333,1
180571,83,684,53.84578313253015,0
180572,67,577,115.93134328358214,2
180574,50,733,70.48400000000001,0
180576,88,702,103.92159090909077,2
180577,22,451,57.10454545454545,1
180578,103,810,49.37087378640772,3
180579,73,495,110.48219178082192,2
180580,1,14,3.6,1
180581,105,843,76.9552380952381,3
180584,104,741,102.10750000000002,3
180586,86,595,56.765116279069794,0
180587,129,901,58.32635658914728,3
180588,92,932,125.42173913043472,3
180589,78,798,133.82846153846162,2
180590,74,600,69.90135135135134,0
180591,105,818,57.539047619047594,3
180593,177,1154,77.30451977401135,3
180594,47,737,63.11489361702131,0
180595,14,127,29.0,1
180597,129,925,50.393023255813986,3
180598,109,868,58.41284403669719,3
180600,58,590,53.244827586206895,0
180601,121,868,54.57685950413225,3
180602,96,704,50.14083333333335,0
180603,89,626,86.75280898876403,0
180605,46,466,132.8804347826087,2
180607,160,1048,54.699375000000046,3
180608,7,98,263.61428571428576,2
180609,146,963,106.50205479452043,3
180610,103,771,61.811650485436935,0
180611,117,872,105.10854700854705,3
180612,123,915,96.51650406504065,3
180613,75,616,65.88133333333334,0
180614,139,1049,122.14892086330951,3
180615,103,726,74.70466019417479,0
180616,29,590,50.031034482758606,1
180617,92,676,78.8021739130435,0
180619,54,379,56.399999999999956,1
180620,66,876,96.10303030303031,0
180622,180,1239,108.97555555555567,3
180624,115,655,60.85434782608693,0
180625,74,432,55.95324324324324,0
180626,7,194,25.542857142857144,1
180627,23,244,26.860869565217385,1
180631,129,854,50.68294573643409,3
180633,49,498,113.0918367346939,2
180634,104,699,136.27500000000003,2
180636,24,689,61.03750000000002,0
180637,74,698,61.76756756756756,0
180638,55,398,54.95999999999997,1
180639,35,219,117.10857142857144,1
180640,103,845,143.83009708737856,2
180641,125,927,94.0792,3
180642,90,657,100.86555555555559,0
180644,147,814,57.254421768707466,3
180645,20,562,53.345000000000006,1
180649,136,1033,112.73970588235301,3
180650,176,943,100.74261363636361,3
180651,153,982,96.15751633986933,3
180652,82,606,42.20975609756098,0
180655,71,611,152.95211267605632,2
180658,44,479,47.113636363636374,1
180660,51,401,62.113725490196046,1
180661,5,853,8.0,0
180662,128,565,31.964843750000018,0
180663,52,409,61.83269230769233,1
180665,147,908,100.12380952380957,3
180666,113,842,53.574336283185836,3
180669,177,1100,88.21242937853108,3
180672,161,1008,59.80341614906827,3
180674,113,583,54.73451327433625,0
180676,61,490,51.5393442622951,0
180678,79,849,106.626582278481,2
180679,70,716,225.7614285714284,2
180680,31,355,45.93225806451611,1
180681,95,590,133.58273684210533,2
180682,152,923,48.191447368421066,3
180683,91,884,143.40000000000006,2
180685,78,150,53.63846153846147,1
180686,84,499,51.07142857142857,0
180687,90,597,65.56222222222226,0
180688,130,746,185.8438461538462,2
180689,90,876,66.15666666666672,3
180690,133,812,57.92180451127818,3
180691,114,1047,62.86000000000002,3
180692,98,807,69.6010204081633,3
180693,66,466,51.195454545454524,0
180694,95,803,49.21242105263159,0
180695,125,780,55.58039999999995,3
180698,26,345,44.1423076923077,1
180699,64,585,70.60624999999996,0
180700,162,929,91.66160493827164,3
180701,70,448,51.44571428571427,0
180702,28,480,36.867857142857154,1
180704,71,609,67.018309859155,0
180705,67,604,122.43134328358198,2
180706,86,881,95.1309302325582,3
180709,82,898,125.42195121951222,2
180710,38,624,61.03684210526315,0
180711,105,707,63.77523809523814,0
180712,74,447,48.01567567567565,0
180713,65,606,98.86769230769235,0
180714,184,1183,54.89891304347829,3
180715,114,675,51.969298245614084,0
180716,67,575,60.12985074626863,0
180717,56,649,47.98928571428571,0
180719,47,393,42.06808510638299,1
180721,88,517,66.38977272727274,0
180722,117,800,148.48974358974363,2
180723,36,452,57.32500000000002,1
180724,55,549,68.12545454545459,0
180725,58,552,49.48965517241378,0
180726,132,971,153.44015151515148,3
180727,58,811,52.80689655172412,0
180728,171,1143,109.48795321637431,3
180729,80,710,46.537250000000014,0
180730,77,635,105.8831168831169,2
180731,55,675,50.41999999999997,0
180732,138,953,53.2927536231884,3
180733,59,609,96.13389830508466,0
180734,40,517,23.044999999999987,1
180735,95,594,98.09684210526312,0
180737,70,541,48.805714285714295,0
180738,146,950,59.719178082191895,3
180739,19,707,80.15,0
180740,85,670,93.25058823529406,0
180742,144,996,151.92847222222218,3
180744,120,729,101.40000000000008,3
180747,147,1010,115.71088435374152,3
180748,84,760,75.83190476190478,0
180749,86,780,136.38604651162782,2
180751,137,822,71.0445255474452,3
180752,149,707,43.515234899328895,3
180753,73,275,52.64931506849315,1
180755,35,356,44.84000000000001,1
180756,121,765,142.43884297520665,2
180758,84,424,57.52976190476199,0
180759,65,380,93.11230769230772,1
180762,50,336,47.196000000000005,1
180763,91,601,47.615384615384656,0
180764,154,1088,46.77987012987014,3
180765,136,801,117.60367647058821,3
180766,122,843,263.1459016393445,2
180767,111,639,44.18378378378379,0
180768,66,529,50.556060606060605,0
180769,46,484,38.64565217391303,1
180770,47,696,41.64893617021274,0
180771,102,621,54.1372549019608,0
180772,84,679,59.6523809523809,0
180773,81,547,51.08024691358025,0
180774,76,616,63.25,0
180775,30,208,52.46666666666668,1
180777,71,635,47.15352112676055,0
180778,151,873,63.77814569536429,3
180779,101,898,69.33069306930693,3
180780,130,1044,53.77846153846151,3
180781,86,643,67.32511627906979,0
180783,94,640,162.70106382978727,2
180784,63,596,56.5936507936508,0
180785,117,1014,65.07521367521365,3
180786,2,481,1.05,1
180787,96,879,77.30937500000002,3
180788,98,900,78.73122448979598,3
180789,19,661,39.478947368421046,1
180790,73,610,98.23013698630135,0
180792,124,911,56.838709677419345,3
180793,118,730,49.065254237288116,3
180794,116,873,65.7025862068966,3
180795,48,617,37.154166666666676,0
180796,146,1006,51.57534246575341,3
180797,172,1310,72.29476744186046,3
180799,53,522,79.91698113207545,0
180800,152,887,97.18355263157886,3
180801,101,813,61.35544554455446,3
180802,100,422,60.329999999999984,0
180803,65,559,39.15538461538464,0
180806,133,779,187.29451127819547,2
180808,119,874,70.09142857142862,3
180809,108,737,87.32037037037036,3
180810,57,647,77.45561403508778,0
180811,26,504,102.40384615384619,1
180812,84,729,50.60476190476189,0
180813,57,306,65.55263157894733,1
180814,116,780,95.4336206896551,3
180815,112,952,54.20357142857141,3
180816,168,644,58.848809523809535,3
180817,104,927,59.175,3
180818,143,698,85.03496503496498,3
180819,57,568,40.80701754385965,0
180820,86,865,49.59372093023252,0
180822,104,760,36.05288461538463,0
180823,101,620,72.3782178217821,0
180824,61,648,58.144262295081965,0
180825,29,545,45.76206896551722,1
180826,38,377,45.076315789473675,1
180827,81,694,48.773456790123475,0
180830,80,769,61.357499999999995,0
180831,64,540,72.56718750000002,0
180832,104,627,46.17500000000002,0
180833,75,486,83.32399999999993,0
180835,52,555,129.95576923076925,2
180836,50,471,82.70800000000004,1
180838,73,754,133.94109589041093,2
180839,55,573,37.398181818181826,0
180840,62,596,44.17258064516129,0
180841,83,630,51.44457831325304,0
180843,101,877,85.05841584158415,3
180844,78,564,98.02948717948722,0
180846,114,738,76.15175438596486,3
180847,96,617,107.71874999999993,2
180848,35,506,140.4342857142857,2
180849,141,1020,49.07163120567375,3
180850,103,846,88.0466019417476,3
180851,109,1064,92.18431192660557,3
180853,94,613,79.64787234042547,0
180854,91,692,79.58021978021979,0
180855,67,380,79.9731343283582,1
180856,120,956,113.36000000000007,3
180858,80,602,79.97749999999996,0
180859,9,784,67.48888888888888,0
180860,115,953,146.80000000000004,3
180861,37,372,96.88648648648649,1
180862,89,698,121.48988764044957,2
180863,76,690,53.496052631578934,0
180864,99,839,65.79191919191919,3
180865,121,796,64.25950413223137,3
180866,83,396,69.02168674698794,0
180867,69,583,61.26666666666667,0
180868,93,745,66.54301075268818,0
180870,79,564,102.00000000000001,2
180871,70,738,58.151428571428575,0
180872,132,862,87.71363636363634,3
180908,7,167,66.88571428571429,1
180915,44,340,49.543181818181786,1
180916,98,854,35.754285714285686,0
180917,74,620,95.07972972972979,0
180918,1,511,0.5,1
180920,176,779,91.66022727272733,3
180921,187,641,53.15566844919782,3
180922,7,443,12.081428571428573,1
180924,11,446,26.527272727272727,1
180926,87,568,49.54712643678159,0
180927,14,534,60.67142857142856,1
180928,69,417,46.591304347826096,1
180931,107,810,144.7728971962618,2
180932,54,460,38.42777777777777,1
180933,78,713,53.319230769230785,0
180934,70,589,51.035714285714356,0
180935,35,445,46.55428571428569,1
180936,22,170,64.90909090909093,1
180937,13,314,67.52307692307694,1
180938,41,462,162.2829268292683,2
180941,1,157,0.2,1
180942,175,791,100.53714285714273,3
180945,23,236,50.43043478260867,1
180946,35,346,62.35428571428576,1
180947,79,726,76.39746835443032,0
180949,68,304,70.23970588235296,1
180954,1,486,1.7,1
180971,1,154,1.9,1
180973,5,146,56.9,1
180974,6,115,51.01666666666666,1
180977,2,132,49.7,1
180986,38,312,60.955263157894755,1
180987,23,216,97.46521739130434,1
180992,6,155,41.53333333333333,1
180993,77,396,36.488311688311704,1
180994,53,352,60.07169811320758,1
181011,63,682,49.53968253968257,0
181012,26,433,53.62307692307692,1
181013,121,960,84.3099173553719,3
181014,19,368,46.852631578947374,1
181015,137,947,57.71824817518248,3
181016,105,779,61.85809523809522,3
181017,86,604,48.784883720930246,0
181018,116,796,74.775,3
181019,106,719,49.35471698113215,0
181020,42,506,72.91666666666666,1
181021,60,572,101.86500000000004,2
181022,116,817,148.08189655172401,2
181024,44,326,53.30227272727273,1
181025,100,793,88.65300000000006,3
181026,125,768,76.27720000000005,3
181028,56,523,25.490357142857142,1
181029,101,753,46.679207920792074,0
181030,120,753,50.93749999999999,3
181031,62,564,88.908064516129,0
181032,107,810,78.35887850467287,3
181034,97,787,65.72061855670113,0
181035,121,805,35.36611570247934,3
181036,64,518,47.26874999999996,0
181041,98,604,40.94591836734695,0
181042,130,966,104.12153846153842,3
181045,73,655,57.30821917808217,0
181046,90,841,49.66666666666664,0
181047,71,721,53.98591549295775,0
181048,16,291,71.00625000000001,1
181049,48,633,44.58124999999998,0
181050,48,584,58.726666666666695,0
181051,46,668,59.32391304347829,0
181052,44,543,67.07045454545458,0
181053,86,750,88.85232558139533,0
181054,4,77,85.55,1
181055,53,803,77.75660377358489,0
181056,30,447,50.28333333333333,1
181058,125,750,74.58879999999998,3
181059,52,453,71.81538461538464,1
181060,69,955,47.17246376811596,0
181061,48,620,146.53541666666675,2
181062,89,724,62.8112359550562,0
181063,174,1164,68.86551724137935,3
181064,52,650,51.21769230769228,0
181065,66,665,110.94393939393943,2
181066,92,798,47.64456521739125,0
181067,88,616,65.06136363636371,0
181068,110,593,54.588181818181766,0
181069,79,774,105.33544303797471,2
181070,74,869,50.74324324324324,0
181071,95,678,55.9336842105263,0
181073,108,782,93.02592592592597,3
181077,77,672,41.991558441558475,0
181078,148,893,60.73581081081082,3
181079,165,1197,61.838181818181816,3
181080,149,962,64.06442953020135,3
181081,118,779,64.5277966101695,3
181083,162,1385,147.9940740740741,3
181084,104,838,48.627692307692286,3
181086,160,1064,61.3725,3
181087,62,643,40.92580645161293,0
181090,72,502,47.36805555555558,0
181091,97,770,52.934020618556694,0
181092,31,354,29.861290322580654,1
181093,91,745,48.37472527472526,0
181094,77,689,46.348051948051946,0
181095,99,850,70.44949494949499,3
181096,87,651,46.99425287356323,0
181098,47,345,77.64468085106384,1
181099,141,1151,76.83120567375887,3
181100,64,529,54.426562499999996,0
181101,67,547,99.61791044776122,0
181102,161,1069,67.72670807453417,3
181103,83,659,59.36385542168681,0
181104,44,784,177.95454545454555,2
181105,85,611,44.168235294117636,0
181106,82,962,173.17804878048776,2
181107,154,1226,45.580519480519456,3
181108,114,1033,52.317543859649156,3
181110,102,855,87.26470588235297,3
181111,77,633,45.3025974025974,0
181112,102,734,103.43529411764696,3
181113,67,471,60.65522388059699,0
181114,71,870,54.90704225352114,0
181115,71,589,59.53098591549293,0
181116,135,881,96.72666666666669,3
181117,93,676,112.01505376344093,2
181119,39,536,64.06410256410257,1
181120,61,525,56.83540983606558,0
181122,75,501,75.93866666666663,0
181123,67,742,57.53432835820898,0
181124,54,375,65.74444444444445,1
181125,108,576,48.71944444444444,0
181126,123,682,95.68943089430891,3
181127,16,344,23.718749999999993,1
181128,90,603,58.79555555555554,0
